[40$9],[35$2],[250$9],[148$9],[187$6],[112$9],[394$7],[69$6],[527$5],[236$3],[462$9],[578$9],[558$9],[590$9],[410$9],[7$9],[266$9],[523$8],[135$5],[576$6],[650$8],[528$7],[109$3],[358$9],[513$9],[491$6],[648$9],[504$8],[105$6],[502$4],[134$9],[119$2],TRUE,[12$5],[206$9],[154$6],[494$8],[341$8],[297$4],[227$9],[201$9],[342$9],[443$8],[231$9],[575$6],[535$9],[169$3],[369$7],[640$8],[560$9],[601$8],[393$3],[58$4],[91$7],[626$8],[97$6],[80$9],[642$7],[191$4],[643$9],2,[557$9],[567$6],[512$6],[285$2],[372$7],[71$2],[390$4],[533$9],[258$9],[259$9],[619$7],[196$3],natural,[621$7],[51$9],[309$2],[568$8],[573$9],[499$3],[74$3],M,[492$5],[118$3],[406$9],[252$2],[-1$2],45,[56$8],[270$2],[478$3],[354$9],[577$2],[550$1],[555$3],[123$6],[72$8],[-2$6],[518$9],[457$8],[507$1],[48$4],[163$8],[524$9],[44$9]
[74$7],[630$7],[276$5],[17$6],[44$8],[62$8],[284$8],[549$7],[607$7],[530$4],[272$4],[391$9],[223$4],[499$9],[189$7],[98$7],[520$8],[16$9],[294$9],[285$1],[522$9],[635$9],[560$8],[684$9],[538$9],[506$7],[197$9],[365$4],[526$1],[401$4],[268$8],[-2$6],TRUE,[478$5],[614$9],[255$7],[325$8],[205$7],[658$4],[217$5],[229$8],[371$9],[376$7],[246$7],[622$7],[6$6],[497$7],[681$9],[332$8],[570$8],[41$7],[419$7],[641$4],[48$7],[82$3],[663$7],[617$4],[252$4],[493$8],[176$7],2,[273$7],[482$7],[2$6],[623$5],[95$8],[594$4],[491$7],[60$7],[373$7],[52$6],[475$7],[593$8],natural,[156$7],[154$7],[414$4],[682$8],[451$7],[-1$2],[407$7],M,[166$4],[277$9],[542$9],[555$8],[447$9],15,[379$7],[146$7],[480$7],[203$7],[22$4],[109$4],[131$7],[667$6],[495$8],[20$7],[238$8],[435$8],[647$8],[413$4],[73$6],[537$7],[32$8]
[332$6],[15$6],[98$8],[448$4],[29$8],[397$8],[383$7],[603$1],[37$8],[474$3],[541$2],[342$7],[611$6],[572$9],[129$4],[500$7],[295$9],[490$6],[619$6],[570$6],[152$4],[330$9],[94$8],[505$1],[662$3],[35$2],[377$6],[654$3],[605$7],[90$5],[178$8],[39$9],TRUE,[579$7],[530$6],[131$9],[625$8],[58$4],[142$7],[7$8],[584$8],[209$4],[192$1],[92$4],[318$9],[281$1],[-2$6],[480$9],[401$2],[72$8],[198$7],[83$1],[93$9],[114$2],[340$8],[399$4],[589$8],[303$9],[402$1],[180$8],2,[445$9],[14$2],[3$7],[143$9],[478$1],[78$9],[527$8],[237$7],[233$8],[319$6],[433$8],[339$9],natural,[218$9],[-1$2],[664$8],[301$9],[128$5],[453$5],[184$9],M,[297$7],[66$1],[283$9],[246$7],[609$6],23,[376$9],[253$4],[113$7],[544$9],[189$9],[615$2],[363$4],[107$6],[489$5],[657$3],[345$6],[484$4],[65$1],[610$3],[426$5],[630$3],[73$2]
[133$8],[327$4],[583$5],[24$4],[316$6],[492$6],[440$9],[653$7],[499$4],[10$9],[354$9],[590$8],[548$7],[562$9],[456$9],[270$7],[122$9],[74$3],[326$8],[382$8],[487$7],[631$9],[244$9],[646$5],[604$7],[205$5],[632$8],[265$7],[310$9],[525$8],[61$3],[139$7],TRUE,[204$7],[119$1],[439$5],[79$7],[161$5],[88$9],[596$6],[419$7],[665$8],[463$7],[328$5],[431$3],[476$7],[75$6],[404$5],[203$8],[360$7],[414$6],[634$3],[202$9],[575$6],[482$8],[558$7],[322$9],[-1$2],[277$7],[5$8],2,[91$6],[381$8],[308$7],[323$6],[-2$6],[220$1],[272$3],[53$6],[27$7],[682$4],[221$8],[241$7],natural,[260$7],[415$4],[587$4],[51$7],[47$9],[193$9],[462$7],M,[43$3],[231$9],[504$9],[171$4],[645$9],21,[352$6],[421$8],[371$6],[130$7],[519$6],[571$7],[547$5],[76$7],[574$3],[313$2],[236$3],[681$2],[305$9],[175$8],[262$3],[408$7],[378$7]
[520$7],[198$8],[100$8],[196$8],[270$8],[314$4],[57$7],[583$8],[327$7],[283$7],[94$7],[526$2],[-2$6],[212$7],[502$3],[300$6],[621$7],[496$8],[594$7],[321$8],[536$8],[466$2],[613$7],[231$7],[624$8],[229$8],[262$7],[1$1],[199$8],[51$8],[87$6],[127$1],TRUE,[508$8],[84$6],[338$8],[158$8],[455$2],[388$7],[646$9],[510$1],[40$9],[472$1],[-1$2],[183$3],[666$8],[413$7],[419$2],[44$7],[431$2],[263$7],[110$2],[581$2],[492$7],[337$8],[515$2],[429$2],[407$7],[433$7],[193$7],2,[452$7],[128$3],[171$7],[194$7],[179$2],[49$2],[559$2],[567$2],[675$8],[660$8],[81$8],[448$8],natural,[348$2],[681$7],[181$7],[111$2],[506$3],[156$3],[59$2],M,[444$7],[245$4],[403$3],[483$8],[67$8],35,[286$7],[21$7],[13$7],[531$7],[218$7],[593$7],[108$3],[107$6],[244$4],[672$8],[584$4],[435$4],[473$3],[121$7],[168$8],[241$8],[538$7]
[52$9],[82$8],[595$8],[173$9],[45$6],[683$8],[546$7],[79$8],[622$8],[563$7],[16$8],[163$8],[31$7],[522$9],[636$9],[467$7],[10$9],[670$9],[429$7],[197$5],[210$9],[352$8],[348$9],[463$8],[402$4],[30$9],[388$7],[358$8],[26$6],[387$8],[456$9],[126$9],TRUE,[311$5],[578$9],[365$5],[465$8],[547$8],[543$6],[498$8],[95$7],[21$6],[628$4],[-2$6],[300$9],[418$8],[605$7],[368$7],[186$7],[-1$2],[299$6],[530$8],[466$4],[374$6],[43$5],[85$6],[653$7],[548$6],[397$8],[646$7],2,[495$8],[114$7],[604$8],[492$6],[267$7],[347$8],[80$9],[501$5],[585$8],[641$7],[450$7],[575$8],natural,[489$8],[140$9],[457$8],[403$6],[445$8],[356$7],[627$8],F,[343$6],[182$6],[242$5],[375$8],[42$7],29,[417$9],[661$9],[107$8],[432$9],[289$8],[514$7],[371$8],[481$8],[281$6],[5$8],[313$6],[20$4],[15$9],[159$8],[664$8],[654$7],[342$9]
[29$9],[74$3],[549$7],[70$9],[331$9],[-1$2],[439$3],[679$8],[136$9],[414$1],[598$9],[366$9],[285$1],[35$2],[415$3],[171$4],[63$9],[273$9],[162$9],[574$5],[431$9],[294$9],[145$9],[184$9],[540$9],[256$9],[327$9],[561$9],[144$5],[275$9],[279$4],[117$9],TRUE,[32$8],[425$8],[247$3],[185$9],[614$8],[177$9],[624$8],[168$9],[587$9],[572$9],[427$1],[155$9],[301$3],[577$1],[503$9],[38$2],[437$9],[105$5],[504$9],[110$9],[118$9],[424$5],[381$9],[233$9],[609$9],[174$9],[395$9],2,[224$9],[676$3],[323$9],[129$9],[194$3],[66$3],[593$5],[232$4],[634$5],[315$9],[183$8],[87$3],natural,[354$9],[-2$6],[408$9],[452$9],[241$5],[208$4],[334$3],M,[573$9],[28$9],[519$9],[681$3],[396$5],31,[643$9],[423$9],[169$2],[508$9],[93$9],[278$3],[608$9],[458$8],[276$9],[306$9],[90$5],[254$9],[81$2],[464$9],[409$9],[684$9],[672$9]
[677$8],[306$4],[385$4],[102$5],[567$7],[568$7],[680$8],[215$7],[229$7],[594$6],[282$7],[257$6],[386$3],[16$4],[601$6],[598$4],[123$4],[56$7],[432$7],[263$7],[627$7],[540$7],[162$9],[545$5],[617$7],[458$6],[516$7],[309$4],[434$7],[250$8],[-2$6],[607$5],TRUE,[338$7],[685$8],[182$7],[651$7],[245$4],[647$8],[503$4],[300$7],[1$8],[477$6],[321$7],[155$7],[446$7],[411$4],[457$7],[454$7],[158$6],[450$6],[350$6],[38$4],[63$5],[423$4],[11$6],[660$4],[643$6],[232$7],[312$7],2,[405$7],[529$4],[150$6],[447$6],[172$6],[-1$2],[535$4],[291$6],[507$7],[214$3],[373$4],[64$4],natural,[564$6],[522$8],[33$6],[44$7],[608$7],[465$6],[429$5],M,[577$7],[165$4],[147$3],[663$7],[40$8],26,[225$7],[177$7],[54$7],[357$7],[451$3],[46$7],[591$7],[459$7],[592$7],[560$8],[103$7],[355$2],[59$1],[668$7],[412$2],[612$6],[523$7]
[550$3],[71$2],[518$9],[567$7],[80$7],[643$9],[640$6],[-1$2],[457$8],[601$8],[187$6],[621$7],[163$8],[309$6],[201$7],[513$9],[236$6],[266$7],[560$9],[-2$6],[390$7],[118$9],[524$9],[12$7],[535$7],[528$3],[270$4],[369$2],[619$6],[44$8],[35$5],[462$9],TRUE,[154$5],[58$7],[227$7],[626$4],[250$9],[492$6],[372$3],[56$6],[527$9],[650$7],[7$8],[341$7],[523$6],[478$3],[258$9],[297$8],[112$9],[134$8],[502$6],[91$7],[354$9],[342$5],[576$6],[533$8],[558$5],[206$7],[123$6],2,[499$7],[648$6],[72$7],[51$9],[119$7],[491$2],[196$7],[578$9],[573$9],[443$3],[410$7],[494$5],natural,[575$4],[568$8],[109$6],[504$6],[358$5],[105$6],[590$8],M,[557$7],[642$7],[406$5],[74$2],[512$4],45,[259$6],[577$4],[169$3],[97$5],[394$9],[69$7],[393$6],[135$7],[555$2],[148$6],[191$6],[40$8],[507$1],[231$9],[48$7],[252$3],[285$2]
[436$9],[106$4],[531$9],[190$9],[574$1],[115$4],[618$9],[326$9],[654$6],[209$8],[525$1],[-2$6],[367$8],[88$9],[581$9],[-1$2],[424$1],[438$9],[349$9],[125$9],[160$2],[323$9],[338$9],[501$1],[427$1],[333$5],[143$9],[249$9],[580$9],[5$8],[397$9],[292$9],TRUE,[301$3],[273$9],[232$1],[78$9],[214$2],[275$9],[98$9],[248$9],[181$9],[455$1],[217$2],[357$1],[530$8],[383$8],[469$1],[652$9],[377$7],[121$1],[656$8],[493$9],[103$8],[474$1],[30$9],[183$6],[73$1],[355$1],[663$1],3,[651$7],[347$8],[57$1],[96$1],[164$9],[471$1],[114$7],[247$1],[93$9],[378$9],[324$9],[360$9],natural,[435$8],[662$1],[230$1],[552$9],[437$9],[490$7],[268$9],M,[467$4],[10$9],[482$8],[265$9],[308$8],46,[262$7],[595$9],[594$7],[633$1],[151$9],[28$9],[602$8],[671$9],[374$8],[305$9],[128$1],[145$9],[263$2],[194$1],[503$3],[637$3],[37$9]
[402$2],[620$6],[396$3],[215$8],[519$4],[498$6],[359$6],[660$7],[672$5],[105$2],[119$3],[300$9],[367$9],[387$8],[580$8],[162$7],[314$3],[558$9],[281$1],[26$4],[282$8],[678$7],[192$7],[385$2],[448$8],[175$9],[586$2],[274$4],[71$3],[466$3],[211$3],[95$7],TRUE,[-2$6],[393$4],[165$3],[34$8],[28$5],[212$8],[360$7],[654$3],[255$9],[307$7],[526$4],[81$2],[610$3],[323$3],[230$2],[618$8],[74$3],[311$2],[486$8],[55$9],[582$9],[298$2],[481$8],[417$9],[288$2],[200$7],[378$6],2,[148$3],[368$2],[145$9],[284$9],[10$3],[16$8],[606$3],[285$2],[410$8],[476$9],[67$9],[607$8],natural,[39$9],[7$8],[198$8],[58$2],[589$8],[149$3],[549$2],M,[151$8],[556$7],[460$3],[273$8],[27$3],10,[60$4],[243$9],[138$4],[116$3],[240$7],[504$5],[278$1],[657$2],[76$7],[653$9],[101$7],[406$8],[423$3],[267$4],[80$7],[-1$2],[683$4]
[105$7],[593$3],[599$8],[154$7],[190$4],[438$9],[485$7],[472$5],[314$3],[261$8],[629$6],[495$9],[163$9],[436$9],[343$3],[195$7],[369$8],[-2$6],[624$9],[141$9],[222$8],[87$3],[144$7],[422$9],[416$9],[672$4],[580$9],[344$3],[636$9],[84$7],[673$8],[622$9],TRUE,[358$6],[118$6],[25$8],[271$8],[471$6],[22$1],[362$6],[111$7],[644$8],[70$9],[534$2],[207$4],[349$9],[315$9],[317$7],[380$3],[108$2],[219$4],[280$9],[298$4],[336$6],[-1$2],[565$7],[642$8],[449$4],[174$9],[170$7],2,[85$6],[169$2],[374$6],[136$8],[183$7],[347$9],[228$1],[9$9],[264$9],[266$9],[124$7],[106$8],natural,[461$8],[125$8],[286$7],[238$8],[120$7],[67$8],[200$7],M,[524$8],[20$4],[284$9],[49$8],[302$7],27,[670$9],[341$7],[410$9],[418$8],[403$5],[406$9],[242$7],[578$6],[359$7],[520$8],[390$7],[370$7],[259$6],[514$5],[398$6],[428$7],[137$6]
[487$7],[437$1],[62$8],[323$5],[386$9],[116$6],[410$9],[534$1],[188$9],[272$4],[58$5],[118$7],[195$7],[177$7],[396$7],[478$2],[-1$2],[282$3],[185$9],[399$9],[406$9],[424$3],[322$9],[647$9],[438$9],[501$4],[664$8],[93$9],[-2$6],[575$9],[122$9],[458$5],TRUE,[390$7],[654$8],[415$1],[296$6],[663$6],[537$6],[74$5],[284$9],[125$9],[494$6],[371$8],[259$9],[261$9],[580$9],[325$9],[463$9],[434$9],[519$6],[95$6],[45$5],[572$9],[14$3],[292$9],[439$4],[377$6],[601$9],[604$9],2,[257$9],[499$7],[517$4],[412$1],[356$9],[238$9],[671$9],[414$3],[164$8],[309$6],[432$9],[524$9],natural,[187$9],[207$5],[467$4],[650$9],[643$9],[237$7],[394$9],M,[532$7],[26$1],[142$9],[359$6],[622$9],37,[547$7],[313$5],[224$9],[266$9],[374$7],[528$8],[251$6],[333$7],[361$3],[620$9],[16$9],[29$7],[347$9],[591$9],[56$9],[649$5],[577$4]
[629$7],[362$6],[120$8],[242$3],[422$8],[105$2],[266$8],[578$8],[406$9],[264$8],[672$2],[170$7],[124$8],[317$5],[341$6],[85$3],[471$2],[449$2],[284$7],[315$8],[222$3],[644$3],[524$4],[670$8],[-2$6],[302$6],[642$8],[108$1],[22$2],[314$2],[195$4],[358$2],TRUE,[673$6],[495$2],[261$5],[347$9],[398$3],[111$7],[259$7],[403$3],[271$7],[374$2],[485$2],[380$8],[593$2],[9$8],[183$2],[154$5],[349$8],[136$7],[118$3],[49$7],[514$2],[343$1],[25$7],[520$3],[336$3],[565$9],[599$2],2,[418$8],[-1$2],[174$7],[369$1],[20$2],[636$8],[410$8],[461$7],[370$6],[141$6],[298$2],[624$2],natural,[534$1],[622$8],[390$2],[580$8],[438$7],[163$6],[144$1],M,[344$2],[428$2],[359$2],[219$3],[472$2],27,[436$8],[207$3],[280$9],[169$1],[137$2],[416$6],[70$9],[238$8],[125$9],[106$3],[87$2],[84$7],[67$7],[228$1],[200$7],[190$3],[286$7]
[439$1],[54$9],[8$9],[642$8],[683$7],[303$9],[443$9],[71$1],[59$1],[240$9],[318$9],[389$9],[600$9],[198$8],[467$1],[538$9],[506$1],[390$8],[472$3],[635$9],[575$9],[559$8],[234$9],[177$8],[19$9],[95$8],[140$9],[287$9],[225$1],[93$9],[113$5],[2$9],TRUE,[81$1],[342$9],[539$1],[237$8],[354$9],[468$9],[61$5],[489$8],[226$9],[330$9],[358$7],[650$9],[282$1],[267$6],[338$9],[232$6],[321$9],[537$8],[560$9],[393$7],[284$9],[100$9],[437$1],[456$9],[210$9],[409$9],[427$1],6,[301$5],[46$9],[12$8],[407$9],[536$9],[-1$2],[509$9],[625$9],[656$7],[667$5],[392$9],[238$9],natural,[385$1],[152$1],[295$9],[312$9],[243$9],[154$6],[146$9],F,[-2$6],[386$9],[275$9],[418$9],[115$9],2,[410$9],[138$9],[502$8],[580$9],[82$9],[228$1],[230$9],[659$9],[454$9],[643$9],[387$9],[485$9],[405$9],[272$1],[22$1],[43$6],[334$1]
[288$1],[68$9],[470$9],[258$9],[213$9],[112$9],[346$9],[100$2],[279$1],[216$9],[294$9],[513$6],[351$9],[140$9],[396$9],[239$9],[42$6],[240$8],[526$4],[573$9],[633$2],[364$1],[256$6],[582$9],[52$6],[334$7],[620$9],[254$8],[247$3],[481$8],[292$9],[99$1],TRUE,[21$3],[17$2],[384$3],[536$9],[325$9],[666$9],[274$1],[157$7],[517$1],[361$2],[491$3],[227$9],[121$3],[287$6],[45$3],[197$2],[224$9],[138$9],[296$9],[4$9],[394$9],[537$1],[641$1],[199$7],[194$1],[187$7],[649$4],5,[372$3],[95$9],[528$4],[181$9],[518$9],[-2$6],[375$9],[676$2],[586$1],[521$1],[483$1],[435$7],natural,[285$1],[475$9],[268$9],[501$2],[648$9],[-1$2],[307$9],F,[621$3],[6$6],[201$7],[538$9],[117$8],24,[32$6],[623$1],[387$9],[502$2],[278$1],[41$9],[116$4],[290$9],[132$4],[618$9],[251$8],[468$6],[413$1],[511$8],[675$9],[638$9],[160$3]
[240$9],[311$4],[192$1],[-1$2],[76$6],[504$9],[230$7],[314$2],[586$4],[165$3],[212$2],[307$8],[423$6],[34$8],[149$4],[486$9],[28$9],[448$4],[274$1],[481$6],[211$1],[526$3],[119$1],[243$9],[396$3],[683$9],[95$8],[610$3],[71$2],[138$8],[606$3],[105$4],TRUE,[67$7],[660$3],[26$2],[589$9],[360$9],[39$9],[288$2],[60$6],[323$5],[580$9],[300$9],[654$2],[460$3],[281$3],[417$8],[80$7],[145$8],[406$7],[278$9],[519$7],[255$8],[678$1],[7$9],[10$9],[284$6],[148$9],[558$7],2,[298$4],[393$5],[359$4],[476$5],[385$6],[498$8],[466$2],[273$2],[27$2],[582$6],[607$5],[556$1],natural,[-2$6],[657$4],[162$4],[198$4],[285$3],[16$6],[672$5],M,[378$6],[618$9],[620$4],[267$7],[81$1],10,[151$6],[215$8],[101$8],[58$6],[549$2],[175$9],[367$7],[282$2],[410$9],[368$9],[200$9],[402$4],[116$4],[387$9],[55$8],[653$7],[74$3]
[212$7],[226$6],[339$5],[271$6],[157$6],[591$7],[289$5],[2$4],[182$5],[625$7],[517$3],[629$6],[225$4],[288$6],[41$7],[52$5],[344$6],[-1$2],[451$4],[585$5],[396$8],[544$8],[233$7],[92$5],[186$6],[224$7],[82$2],[81$6],[332$7],[306$8],[500$6],[8$6],TRUE,[559$5],[675$7],[453$7],[38$6],[456$7],[33$5],[405$8],[636$7],[547$7],[487$7],[570$6],[203$5],[345$6],[281$5],[210$4],[84$6],[458$7],[669$6],[240$5],[330$6],[505$5],[589$7],[387$7],[111$4],[416$6],[311$5],[320$4],2,[508$6],[218$5],[631$5],[117$4],[139$7],[419$5],[537$4],[352$6],[192$5],[526$6],[401$8],[556$7],natural,[6$5],[380$7],[79$7],[384$5],[376$6],[322$4],[177$5],M,[412$5],[136$7],[485$7],[95$7],[303$4],44,[229$5],[598$7],[167$6],[413$4],[373$6],[679$5],[286$6],[509$8],[53$5],[138$6],[67$6],[-2$6],[1$7],[141$7],[228$6],[593$5],[375$5]
[498$6],[514$4],[613$1],[501$3],[169$1],[471$2],[584$8],[344$3],[485$7],[77$4],[579$7],[486$9],[345$7],[37$7],[558$5],[10$9],[576$6],[38$2],[72$9],[100$9],[536$8],[381$8],[357$2],[438$9],[50$3],[368$9],[236$3],[206$7],[548$6],[-2$6],[-1$2],[375$8],TRUE,[535$7],[279$1],[107$6],[314$2],[544$5],[639$2],[433$8],[172$2],[19$7],[456$7],[450$3],[563$8],[668$3],[316$6],[145$9],[289$4],[235$7],[592$7],[15$8],[412$3],[286$8],[620$7],[59$2],[550$1],[678$7],[651$7],[338$9],3,[79$8],[267$5],[559$7],[483$6],[275$6],[415$4],[632$7],[142$7],[221$3],[175$8],[133$6],[621$7],natural,[80$9],[237$8],[660$6],[85$4],[546$7],[524$8],[353$7],M,[578$7],[411$5],[101$7],[47$9],[58$6],18,[186$8],[437$3],[602$8],[532$4],[162$9],[330$9],[295$8],[115$9],[227$8],[457$7],[554$3],[87$2],[291$1],[114$7],[454$7],[230$7],[605$4]
[567$3],[569$8],[629$9],[318$9],[458$1],[350$9],[84$7],[540$8],[374$4],[685$8],[404$4],[609$9],[463$8],[589$9],[216$9],[511$9],[384$2],[604$9],[39$9],[402$4],[134$9],[460$6],[139$9],[-1$2],[51$9],[135$4],[627$9],[370$3],[343$3],[326$9],[211$7],[208$6],TRUE,[671$9],[3$1],[628$1],[626$9],[290$8],[147$6],[121$1],[129$9],[244$9],[224$8],[188$9],[349$9],[640$9],[539$1],[86$9],[360$1],[65$1],[556$9],[245$9],[183$6],[469$2],[336$9],[110$9],[287$1],[650$9],[461$9],[13$9],2,[271$9],[422$9],[264$9],[127$1],[280$9],[137$9],[585$9],[35$1],[-2$6],[509$7],[598$4],[675$5],natural,[583$3],[157$9],[300$9],[234$9],[288$1],[151$9],[341$8],M,[233$9],[562$8],[348$9],[178$2],[428$6],20,[533$9],[63$4],[430$9],[434$9],[12$9],[466$1],[507$3],[323$6],[220$9],[633$1],[557$9],[177$7],[315$9],[389$4],[565$9],[251$3],[612$4]
[262$7],[583$7],[133$7],[547$9],[175$9],[499$4],[404$4],[61$4],[310$9],[244$9],[91$9],[574$3],[431$9],[326$9],[590$7],[482$9],[525$9],[631$8],[231$9],[-2$6],[439$2],[408$9],[548$2],[682$7],[205$3],[119$1],[421$9],[236$3],[277$9],[313$2],[130$8],[381$8],TRUE,[440$6],[122$9],[79$9],[241$9],[476$9],[558$9],[646$9],[665$9],[487$9],[634$6],[463$8],[587$2],[316$9],[492$7],[681$1],[260$7],[220$6],[415$1],[5$9],[202$9],[354$9],[171$6],[645$9],[53$1],[360$9],[328$2],[305$9],2,[75$1],[272$1],[221$1],[24$8],[504$7],[604$9],[88$9],[161$7],[327$2],[575$2],[562$9],[352$9],natural,[203$1],[74$4],[308$7],[27$7],[653$9],[371$9],[51$9],F,[378$8],[323$2],[456$3],[-1$2],[204$3],21,[596$1],[632$9],[419$9],[76$4],[414$1],[462$9],[322$9],[270$1],[571$9],[193$1],[43$1],[139$9],[265$6],[519$7],[47$9],[382$7],[10$9]
[433$9],[536$9],[299$3],[127$4],[673$9],[472$1],[-2$6],[3$1],[391$8],[334$2],[603$1],[4$9],[298$1],[17$1],[612$8],[365$1],[459$9],[29$4],[235$7],[34$1],[310$9],[522$9],[47$8],[280$8],[319$3],[89$9],[124$8],[441$3],[221$8],[449$1],[171$1],[178$9],TRUE,[684$9],[607$8],[514$2],[315$9],[614$3],[510$1],[546$3],[418$9],[359$1],[385$1],[667$1],[90$4],[335$7],[634$2],[445$9],[516$8],[254$9],[282$3],[414$1],[46$9],[402$1],[337$7],[680$7],[432$3],[583$7],[682$2],[649$7],2,[283$9],[16$9],[484$5],[-1$2],[27$4],[623$1],[22$1],[253$1],[479$7],[421$7],[316$6],[392$9],natural,[403$3],[676$4],[452$9],[318$9],[189$9],[430$9],[658$1],F,[239$9],[54$9],[223$3],[198$9],[195$9],47,[331$5],[444$9],[278$1],[193$2],[506$6],[496$8],[130$9],[50$6],[564$2],[327$7],[211$1],[39$8],[609$9],[234$9],[110$7],[562$9],[120$8]
[534$1],[403$2],[520$8],[125$8],[406$8],[190$9],[183$1],[118$3],[200$5],[238$8],[349$8],[578$8],[359$2],[514$3],[629$7],[472$1],[374$1],[20$2],[174$3],[261$8],[314$3],[106$7],[622$8],[85$2],[169$2],[264$8],[-2$6],[111$8],[390$5],[673$8],[105$1],[644$4],TRUE,[438$8],[9$7],[347$6],[207$4],[471$3],[70$9],[370$5],[410$9],[672$9],[362$5],[87$2],[22$1],[137$5],[163$9],[195$2],[418$7],[495$7],[343$2],[341$3],[154$5],[485$3],[49$9],[449$2],[280$9],[141$7],[259$8],[317$3],2,[144$2],[120$5],[25$3],[369$2],[124$4],[428$3],[670$2],[398$3],[222$2],[344$3],[416$7],[580$9],natural,[358$4],[228$1],[136$6],[108$2],[593$2],[422$9],[284$8],M,[219$6],[84$5],[302$7],[624$7],[-1$2],27,[315$8],[636$8],[524$3],[336$8],[642$5],[436$8],[565$8],[67$9],[298$5],[266$7],[286$8],[242$4],[461$8],[271$8],[170$4],[599$6],[380$2]
[136$1],[503$1],[217$1],[590$9],[-1$2],[61$6],[211$1],[91$6],[166$1],[521$5],[64$7],[27$2],[428$4],[566$9],[389$9],[161$9],[670$9],[176$9],[316$9],[557$5],[633$4],[304$9],[576$1],[592$9],[680$9],[616$7],[155$7],[443$9],[17$2],[383$9],[228$1],[203$1],TRUE,[319$8],[469$2],[102$9],[360$7],[219$4],[130$6],[28$9],[278$1],[260$6],[617$1],[0$2],[-2$6],[252$9],[152$1],[78$9],[20$7],[560$9],[600$6],[495$9],[55$7],[550$1],[239$9],[299$1],[411$8],[280$9],[459$9],[65$1],2,[627$4],[662$5],[378$9],[109$6],[608$7],[6$9],[563$6],[172$1],[4$9],[357$8],[476$9],[376$9],natural,[83$1],[288$5],[329$1],[430$9],[682$4],[160$1],[609$9],M,[451$9],[630$8],[397$8],[450$9],[353$6],39,[22$1],[540$9],[173$9],[324$9],[98$9],[636$9],[178$1],[311$1],[189$9],[114$8],[230$9],[222$4],[86$6],[5$8],[457$9],[99$4],[232$3]
[198$4],[445$5],[453$6],[93$7],[609$7],[152$3],[253$8],[505$3],[399$5],[541$3],[184$6],[58$4],[37$8],[657$4],[14$6],[113$5],[339$7],[209$6],[625$5],[178$8],[297$7],[433$9],[65$4],[500$7],[295$6],[-2$6],[66$5],[72$8],[303$9],[-1$2],[376$9],[330$8],TRUE,[615$4],[15$8],[129$7],[107$7],[246$6],[570$3],[630$2],[90$3],[490$6],[654$6],[35$5],[664$5],[480$8],[377$6],[603$3],[114$5],[92$4],[7$7],[39$8],[584$7],[218$8],[78$8],[619$4],[143$6],[283$7],[402$3],[397$5],2,[572$8],[448$2],[474$4],[340$6],[180$8],[527$6],[142$6],[73$4],[611$7],[192$3],[301$5],[83$3],natural,[345$8],[610$6],[94$5],[342$7],[128$8],[478$3],[662$6],M,[489$2],[131$8],[29$7],[530$4],[401$2],23,[98$5],[332$6],[318$8],[589$9],[383$5],[233$8],[426$6],[3$1],[605$7],[363$5],[484$6],[579$8],[189$6],[281$2],[237$5],[319$6],[544$7]
[409$4],[340$6],[200$4],[30$7],[46$7],[213$6],[138$4],[331$5],[673$7],[344$3],[381$3],[202$7],[234$7],[302$5],[497$8],[661$4],[72$6],[631$3],[71$3],[335$7],[644$4],[175$7],[151$7],[120$7],[573$6],[529$8],[626$7],[614$5],[276$6],[398$5],[552$6],[233$7],TRUE,[651$3],[485$4],[354$7],[214$5],[-1$2],[588$7],[334$2],[427$3],[561$8],[460$5],[556$7],[659$7],[248$8],[420$7],[401$2],[436$8],[12$7],[330$8],[273$7],[562$7],[384$3],[351$7],[258$8],[226$7],[449$2],[669$8],[169$2],2,[47$7],[574$1],[191$6],[408$7],[655$4],[250$7],[679$3],[174$6],[285$4],[303$7],[119$3],[612$3],natural,[236$4],[186$4],[240$7],[579$7],[153$4],[362$5],[279$2],M,[106$4],[139$7],[223$4],[225$2],[489$5],36,[505$3],[-2$6],[471$3],[24$6],[364$2],[648$8],[380$4],[541$3],[365$7],[298$4],[167$4],[544$7],[42$7],[629$3],[97$2],[290$8],[393$4]
[416$9],[174$5],[238$8],[370$2],[207$2],[125$9],[136$8],[406$9],[183$4],[359$5],[271$9],[514$7],[20$5],[-1$2],[118$7],[593$5],[472$4],[599$5],[141$5],[302$5],[524$6],[298$5],[520$7],[195$5],[169$6],[461$8],[580$6],[398$5],[565$5],[317$5],[485$5],[219$7],TRUE,[449$5],[314$5],[349$9],[624$6],[362$3],[264$6],[106$4],[670$4],[261$7],[369$6],[428$7],[-2$6],[471$4],[22$5],[242$3],[280$9],[144$4],[25$5],[49$6],[67$9],[286$9],[403$5],[137$6],[642$2],[380$5],[410$9],[374$4],3,[436$9],[422$9],[9$2],[163$6],[336$5],[629$5],[390$3],[438$7],[200$4],[228$5],[108$3],[418$8],natural,[120$4],[341$5],[266$8],[84$1],[111$6],[87$5],[259$7],F,[124$5],[347$6],[622$2],[673$7],[672$4],27,[222$3],[70$9],[190$5],[105$2],[343$1],[358$5],[534$7],[644$6],[154$6],[344$6],[636$9],[85$5],[578$5],[495$2],[170$5],[315$9],[284$9]
